entry,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
1855958,08:09:24.210000,3,True,False,293,102,6909,1393,cam2
1855970,08:09:25.218000,3,True,False,293,102,6909,1393,cam2
1856007,08:09:28.316000,3,True,False,448,114,4649,1598,cam0
1856076,08:09:34.015000,3,True,False,447,113,4649,1598,cam0
1856089,08:09:35.017000,3,True,False,446,115,4649,1592,cam0
1856172,08:09:42.015000,3,True,False,288,222,4569,1248,cam0
1856252,08:09:50.314000,3,True,False,447,114,4650,1597,cam0
1856267,08:09:51.516000,3,True,False,286,222,4569,1248,cam0
1856334,08:09:57.315000,3,True,False,286,220,4569,1240,cam0
1856433,08:10:08.315000,3,True,False,292,220,4569,1286,cam0
1856485,08:10:13.011000,3,True,False,289,223,4569,1263,cam0
1856576,08:10:20.519000,3,True,False,448,113,4652,1592,cam0
1856629,08:10:26.015000,3,True,False,293,102,6931,1393,cam2
1856659,08:10:29.510000,3,True,False,447,114,4653,1592,cam0
1856688,08:10:31.817000,3,True,False,284,224,4569,1239,cam0
1856807,08:10:41.811000,3,True,False,446,115,4653,1597,cam0
1856916,08:10:51.811000,3,True,False,284,227,4569,1247,cam0
1856966,08:10:56.011000,3,True,False,447,115,4654,1592,cam0
1857040,08:11:02.211000,3,True,False,293,102,6931,1392,cam2
1857085,08:11:07.015000,3,True,False,446,114,4655,1592,cam0
1857162,08:11:13.511000,3,True,False,293,102,6931,1393,cam2
1857180,08:11:15.017000,3,True,False,448,115,4655,1582,cam0
1857288,08:11:24.011000,3,True,False,289,221,4569,1286,cam0
1857303,08:11:25.213000,3,True,False,293,102,6931,1393,cam2
1857352,08:11:29.311000,3,True,False,288,220,4569,1249,cam0
1857365,08:11:30.247000,3,True,False,288,220,4569,1249,cam0
1857462,08:11:38.516000,3,True,False,292,213,4569,1301,cam0
1857548,08:11:45.814000,3,True,False,451,125,4657,1575,cam0
1857601,08:11:50.209000,3,True,False,292,104,6931,1411,cam2
1857657,08:11:54.813000,3,True,False,291,218,4569,1299,cam0
1857800,08:12:08.018000,3,True,False,288,221,4569,1263,cam0
1857801,08:12:08.018000,3,True,False,451,125,4659,1575,cam0
1857853,08:12:12.510000,3,True,False,293,105,6931,1391,cam2
1857861,08:12:13.015000,3,True,False,292,104,6931,1391,cam2
1857906,08:12:16.812000,3,True,False,452,124,4659,1570,cam0
1857922,08:12:18.507000,3,True,False,293,105,6931,1429,cam2
1857949,08:12:21.810000,3,True,False,285,223,4569,1210,cam0
1857999,08:12:28.046000,3,True,False,286,224,4569,1248,cam0
1858007,08:12:29.013000,3,True,False,292,103,6931,1405,cam2
1858138,08:12:42.310000,3,True,False,449,124,4660,1585,cam0
1858151,08:12:43.509000,3,True,False,292,103,6944,1418,cam2
1858201,08:12:47.708000,3,True,False,293,103,6944,1411,cam2
1858304,08:12:57.516000,3,True,False,288,222,4569,1248,cam0
1858319,08:12:58.817000,3,True,False,451,123,4661,1580,cam0
1858468,08:13:12.313000,3,True,False,451,124,4663,1590,cam0
1858469,08:13:12.313000,3,True,False,286,220,4569,1248,cam0
1858508,08:13:15.516000,3,True,False,452,125,4663,1585,cam0
1858510,08:13:15.812000,3,True,False,450,125,4663,1575,cam0
1858529,08:13:17.310000,3,True,False,450,124,4663,1570,cam0
1858538,08:13:18.030000,3,True,False,293,103,6944,1392,cam2
1858608,08:13:24.012000,3,True,False,452,124,4663,1591,cam0
1858669,08:13:29.509000,3,True,False,294,103,6944,1424,cam2
1858691,08:13:31.317000,3,True,False,451,124,4667,1580,cam0
1858713,08:13:33.011000,3,True,False,287,103,6944,1417,cam2
1858775,08:13:38.310000,3,True,False,286,221,4569,1240,cam0
1858832,08:13:43.014000,3,True,False,300,218,4569,1356,cam0
1858848,08:13:44.315000,3,True,False,300,219,4569,1349,cam0
1858902,08:13:48.812000,3,True,False,452,123,4667,1570,cam0
1858944,08:13:52.516000,3,True,False,289,219,4569,1292,cam0
1859088,08:14:05.014000,3,True,False,453,124,4667,1570,cam0
1859112,08:14:06.511000,3,True,False,285,224,4569,1262,cam0
1859227,08:14:13.816000,3,True,False,452,124,4667,1585,cam0
1859248,08:14:15.186000,3,True,False,310,262,5782,1108,cam1
1859256,08:14:15.694000,3,True,False,309,261,5782,1151,cam1
1859274,08:14:16.817000,3,True,False,290,221,4569,1286,cam0
1859499,08:14:31.184000,3,True,False,310,252,5782,1215,cam1
