,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
2842174,10:08:29.922000,5,False,False,420,304,123067,927,cam1
2842198,10:08:30.681000,5,False,False,421,248,100454,1240,cam2
2842257,10:08:32.460000,5,False,False,217,173,18713,1218,cam0
2842264,10:08:32.674000,5,False,False,349,243,100417,1277,cam2
2842324,10:08:34.474000,5,False,False,348,243,100417,1269,cam2
2842513,10:08:40.454000,5,False,False,302,213,18700,1252,cam0
2842543,10:08:41.420000,5,False,False,348,299,123080,974,cam1
2842551,10:08:41.670000,5,False,False,388,194,100416,1228,cam2
2842553,10:08:41.716000,5,False,False,418,305,123067,927,cam1
2842693,10:08:45.974000,5,False,False,355,248,100417,1210,cam2
2842724,10:08:46.973000,5,False,False,353,244,100417,1255,cam2
2842736,10:08:47.414000,5,False,False,349,300,123080,943,cam1
2842851,10:08:50.919000,5,False,False,353,168,123041,1255,cam1
2842865,10:08:51.461000,5,False,False,302,211,18700,1244,cam0
2842957,10:08:54.255000,5,False,False,216,173,18713,1210,cam0
2842998,10:08:55.674000,5,False,False,389,194,100416,1228,cam2
2843011,10:08:55.970000,5,False,False,428,245,100454,1356,cam2
2843021,10:08:56.262000,5,False,False,215,173,18713,1210,cam0
2843045,10:08:56.970000,5,False,False,349,241,100417,1262,cam2
2843114,10:08:59.232000,5,False,False,348,294,123080,1023,cam1
2843201,10:09:01.955000,5,False,False,304,213,18700,1244,cam0
2843241,10:09:03.215000,5,False,False,347,289,123080,1070,cam1
2843267,10:09:03.972000,5,False,False,429,250,100454,1354,cam2
2843434,10:09:09.232000,5,False,False,347,289,123080,1060,cam1
2843481,10:09:10.719000,5,False,False,345,290,123080,1070,cam1
2843512,10:09:11.665000,5,False,False,388,191,100416,1229,cam2
2843544,10:09:12.673000,5,False,False,388,189,100416,1259,cam2
2843550,10:09:12.923000,5,False,False,354,171,123041,1218,cam1
2843666,10:09:16.459000,5,False,False,304,215,18700,1214,cam0
2843670,10:09:16.670000,5,False,False,430,246,100454,1361,cam2
2843685,10:09:16.986000,5,False,False,387,210,100416,1221,cam2
2843705,10:09:17.714000,5,False,False,354,167,123041,1217,cam1
2843751,10:09:18.976000,5,False,False,350,240,100417,1249,cam2
2843780,10:09:19.918000,5,False,False,419,307,123067,894,cam1
2843783,10:09:19.959000,5,False,False,304,215,18700,1214,cam0
2843841,10:09:21.716000,5,False,False,354,168,123041,1217,cam1
2843952,10:09:25.181000,5,False,False,303,215,18700,1133,cam0
2843982,10:09:26.260000,5,False,False,216,173,18713,1210,cam0
2844046,10:09:28.459000,5,False,False,305,212,18700,1175,cam0
2844124,10:09:31.222000,5,False,False,353,170,123041,1247,cam1
2844125,10:09:31.258000,5,False,False,215,173,18713,1210,cam0
2844142,10:09:31.918000,5,False,False,354,170,123041,1232,cam1
2844215,10:09:34.466000,5,False,False,388,209,100416,1198,cam2
2844230,10:09:34.970000,5,False,False,350,239,100467,1241,cam2
