entry,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
1146488,08:32:45.493000,2,True,False,358,129,12787,1210,cam1
1146648,08:32:55.449000,2,True,False,412,113,21478,1138,cam2
1146701,08:32:58.702000,2,True,False,357,125,12787,1209,cam1
1146718,08:32:59.706000,2,True,False,433,131,12858,1289,cam1
1146750,08:33:01.525000,2,True,False,438,120,12546,1589,cam0
1146751,08:33:01.695000,2,True,False,358,125,12787,1201,cam1
1146832,08:33:05.821000,2,True,False,437,120,12546,1595,cam0
1146850,08:33:06.442000,2,True,False,412,113,21478,1138,cam2
1146948,08:33:10.454000,2,True,False,414,111,21478,1095,cam2
1146983,08:33:12.191000,2,True,False,416,137,12858,1252,cam1
1146987,08:33:12.392000,2,True,False,416,138,12858,1252,cam1
1147034,08:33:14.741000,2,True,False,434,122,21642,829,cam2
1147050,08:33:15.493000,2,True,False,360,127,12787,1239,cam1
1147101,08:33:18.192000,2,True,False,363,126,12787,1210,cam1
1147116,08:33:18.939000,2,True,False,418,109,21642,1141,cam2
1147161,08:33:21.439000,2,True,False,414,111,21478,1095,cam2
1147166,08:33:21.736000,2,True,False,414,111,21478,1095,cam2
1147238,08:33:25.994000,2,True,False,364,123,12787,1216,cam1
1147247,08:33:26.494000,2,True,False,365,120,12787,1193,cam1
1147298,08:33:29.234000,2,True,False,416,109,21642,1141,cam2
1147307,08:33:29.937000,2,True,False,414,111,21478,1095,cam2
1147313,08:33:30.236000,2,True,False,414,111,21478,1095,cam2
1147323,08:33:30.749000,2,True,False,127,80,21692,977,cam2
1147332,08:33:31.241000,2,True,False,414,111,21478,1095,cam2
1147354,08:33:32.439000,2,True,False,414,111,21478,1095,cam2
1147376,08:33:33.733000,2,True,False,414,111,21478,1095,cam2
1147392,08:33:34.686000,2,True,False,420,134,12858,1281,cam1
1147486,08:33:39.202000,2,True,False,358,126,12787,1247,cam1
1147501,08:33:39.934000,2,True,False,136,127,21685,898,cam2
1147669,08:33:47.437000,2,True,False,414,111,21478,1095,cam2
1147716,08:33:50.193000,2,True,False,423,132,12858,1289,cam1
1147786,08:33:54.241000,2,True,False,431,124,21642,886,cam2
1147823,08:33:56.238000,2,True,False,412,113,21478,1138,cam2
1147828,08:33:56.440000,2,True,False,412,113,21478,1138,cam2
1147858,08:33:58.184000,2,True,False,357,128,12787,1239,cam1
1147984,08:34:03.984000,2,True,False,361,127,12787,1210,cam1
1148005,08:34:05.026000,2,True,False,405,103,12658,1456,cam0
1148037,08:34:06.818000,2,True,False,401,108,12659,1512,cam0
1148048,08:34:07.494000,2,True,False,421,135,12858,1303,cam1
1148110,08:34:11.203000,2,True,False,361,127,12787,1210,cam1
1148358,08:34:24.435000,2,True,False,418,107,21759,1018,cam2
1148388,08:34:25.937000,2,True,False,416,109,21759,1048,cam2
1148452,08:34:28.734000,2,True,False,417,109,21752,1141,cam2
1148520,08:34:31.740000,2,True,False,416,109,21759,1047,cam2
1148557,08:34:33.492000,2,True,False,365,127,12787,1194,cam1
1148638,08:34:37.893000,2,True,False,420,136,12858,1252,cam1
1148718,08:34:42.239000,2,True,False,130,105,21814,1008,cam2
1148725,08:34:42.431000,2,True,False,434,122,21752,829,cam2
1148805,08:34:46.187000,2,True,False,421,135,12858,1281,cam1
1148951,08:34:53.025000,2,True,False,255,103,12704,1352,cam0
1149094,08:34:58.743000,2,True,False,412,113,21759,1138,cam2
1149164,08:35:01.891000,2,True,False,361,127,12787,1210,cam1
1149220,08:35:04.742000,2,True,False,411,113,21759,1146,cam2
1149225,08:35:04.935000,2,True,False,411,113,21759,1146,cam2
1149284,08:35:07.438000,2,True,False,129,104,21865,1008,cam2
1149397,08:35:12.190000,2,True,False,429,138,12858,1338,cam1
1149556,08:35:20.737000,2,True,False,434,122,21752,829,cam2
1149574,08:35:21.733000,2,True,False,434,122,21752,829,cam2
1149580,08:35:22.185000,2,True,False,359,123,12787,1209,cam1
1149880,08:35:36.493000,2,True,False,374,128,12787,1041,cam1
1149932,08:35:38.523000,2,True,False,409,102,12764,1425,cam0
1149938,08:35:38.816000,2,True,False,409,102,12764,1425,cam0
1149944,08:35:39.019000,2,True,False,408,102,12764,1425,cam0
1149963,08:35:39.937000,2,True,False,414,111,21759,1095,cam2
1150127,08:35:46.185000,2,True,False,428,136,12858,1325,cam1
1150200,08:35:48.694000,2,True,False,349,126,12787,1224,cam1
1150228,08:35:49.439000,2,True,False,414,111,21759,1095,cam2
1150303,08:35:51.735000,2,True,False,414,111,21759,1095,cam2
1150336,08:35:52.945000,2,True,False,414,111,21759,1095,cam2
1150349,08:35:53.434000,2,True,False,132,107,21911,1007,cam2
1150350,08:35:53.434000,2,True,False,430,109,21801,1472,cam2
1150418,08:35:55.891000,2,True,False,363,125,12787,1202,cam1
1150453,08:35:56.940000,2,True,False,414,111,21759,1095,cam2
1150490,08:35:57.892000,2,True,False,422,138,12858,1289,cam1
1150584,08:36:00.691000,2,True,False,416,139,12858,1215,cam1
1150585,08:36:00.736000,2,True,False,423,110,21801,1524,cam2
1150664,08:36:02.933000,2,True,False,425,127,21752,991,cam2
1150680,08:36:03.440000,2,True,False,434,116,21801,1529,cam2
1150691,08:36:03.943000,2,True,False,435,112,21801,1511,cam2
1150715,08:36:04.935000,2,True,False,410,114,21759,1172,cam2
1150727,08:36:05.516000,2,True,False,252,118,12761,1646,cam0
1150828,08:36:09.960000,2,True,False,134,107,21943,1008,cam2
1150883,08:36:12.016000,2,True,False,398,108,12833,1512,cam0
1150944,08:36:14.452000,2,True,False,413,111,21759,1112,cam2
1150961,08:36:15.016000,2,True,False,398,106,12833,1506,cam0
1150966,08:36:15.261000,2,True,False,413,112,21759,1120,cam2
1151059,08:36:18.823000,2,True,False,432,113,12816,1544,cam0
1151091,08:36:20.016000,2,True,False,250,125,12761,1606,cam0
1151114,08:36:21.274000,2,True,False,412,113,21759,1138,cam2
1151169,08:36:24.456000,2,True,False,412,113,21759,1138,cam2
1151192,08:36:25.452000,2,True,False,129,105,21980,1008,cam2
1151216,08:36:26.485000,2,True,False,360,127,12787,1210,cam1
1151259,08:36:28.323000,2,True,False,407,103,12811,1456,cam0
1151282,08:36:29.700000,2,True,False,360,127,12787,1210,cam1
1151301,08:36:30.516000,2,True,False,399,107,12839,1506,cam0
1151398,08:36:34.959000,2,True,False,412,113,21759,1138,cam2
1151414,08:36:35.741000,2,True,False,250,126,12761,1592,cam0
1151432,08:36:36.703000,2,True,False,423,133,12858,1289,cam1
1151472,08:36:38.454000,2,True,False,412,112,21759,1129,cam2
1151500,08:36:39.709000,2,True,False,360,131,12787,1211,cam1
1151507,08:36:39.984000,2,True,False,360,131,12787,1211,cam1
1151531,08:36:41.039000,2,True,False,405,105,12864,1456,cam0
1151558,08:36:42.461000,2,True,False,130,106,22016,1008,cam2
1151607,08:36:44.241000,2,True,False,433,105,12872,1518,cam0
1151629,08:36:45.253000,2,True,False,412,113,21759,1138,cam2
1151634,08:36:45.455000,2,True,False,131,108,22023,1007,cam2
1151715,08:36:48.738000,2,True,False,253,128,12761,1568,cam0
1151734,08:36:49.485000,2,True,False,362,128,12787,1170,cam1
1151752,08:36:50.237000,2,True,False,251,127,12761,1568,cam0
1151784,08:36:51.537000,2,True,False,255,130,12761,1596,cam0
1151853,08:36:55.188000,2,True,False,360,125,12787,1210,cam1
1151865,08:36:55.687000,2,True,False,360,125,12787,1210,cam1
1151880,08:36:56.241000,2,True,False,408,105,12902,1456,cam0
1151942,08:36:58.991000,2,True,False,360,125,12787,1210,cam1
1151989,08:37:01.038000,2,True,False,407,104,12912,1435,cam0
1152085,08:37:05.755000,2,True,False,133,110,22074,1007,cam2
1152095,08:37:06.255000,2,True,False,129,105,22076,1008,cam2
1152157,08:37:09.891000,2,True,False,414,139,12858,1175,cam1
1152220,08:37:13.453000,2,True,False,412,113,21759,1138,cam2
1152228,08:37:13.760000,2,True,False,412,113,21759,1138,cam2
1152306,08:37:17.984000,2,True,False,413,139,12858,1175,cam1
1152318,08:37:18.691000,2,True,False,362,124,12787,1170,cam1
1152348,08:37:20.254000,2,True,False,427,113,21930,1565,cam2
1152400,08:37:22.986000,2,True,False,414,139,12858,1175,cam1
1152431,08:37:24.699000,2,True,False,414,139,12858,1175,cam1
1152500,08:37:27.993000,2,True,False,430,132,12858,1296,cam1
1152528,08:37:29.453000,2,True,False,414,111,21759,1095,cam2
1152602,08:37:33.239000,2,True,False,404,103,12979,1456,cam0
1152686,08:37:37.743000,2,True,False,403,103,12995,1478,cam0
1152701,08:37:38.694000,2,True,False,358,127,12787,1210,cam1
1152736,08:37:40.693000,2,True,False,359,127,12787,1210,cam1
1152739,08:37:40.754000,2,True,False,414,111,21759,1095,cam2
1152789,08:37:43.454000,2,True,False,412,112,21759,1129,cam2
1152796,08:37:43.742000,2,True,False,396,108,12998,1528,cam0
1152825,08:37:45.186000,2,True,False,421,138,12858,1252,cam1
1152856,08:37:46.844000,2,True,False,440,118,13001,1620,cam0
1152984,08:37:52.755000,2,True,False,132,108,22159,1007,cam2
1153030,08:37:54.744000,2,True,False,434,113,13001,1544,cam0
1153037,08:37:54.992000,2,True,False,416,140,12858,1253,cam1
1153102,08:37:57.741000,2,True,False,434,113,13001,1544,cam0
1153106,08:37:57.957000,2,True,False,133,106,22171,1009,cam2
1153147,08:37:59.685000,2,True,False,415,138,12858,1222,cam1
1153283,08:38:05.689000,2,True,False,364,127,12787,1120,cam1
1153346,08:38:08.758000,2,True,False,435,108,22108,1504,cam2
1153428,08:38:13.392000,2,True,False,365,126,12787,1129,cam1
1153469,08:38:15.691000,2,True,False,428,136,12858,1324,cam1
1153512,08:38:18.252000,2,True,False,131,106,22213,1007,cam2
1153568,08:38:21.695000,2,True,False,365,127,12787,1129,cam1
1153625,08:38:26.041000,2,True,False,404,102,13060,1450,cam0
1153631,08:38:26.457000,2,True,False,423,104,22217,1467,cam2
1153643,08:38:26.992000,2,True,False,425,137,12858,1296,cam1
1153645,08:38:27.192000,2,True,False,365,127,12787,1137,cam1
1153852,08:38:40.585000,2,True,False,400,106,13093,1513,cam0
1153886,08:38:43.346000,2,True,False,405,104,13120,1485,cam0
1153951,08:38:47.692000,2,True,False,360,125,12925,1202,cam1
1154004,08:38:50.690000,2,True,False,418,137,12858,1252,cam1
1154014,08:38:51.192000,2,True,False,418,138,12858,1252,cam1
1154015,08:38:51.242000,2,True,False,407,103,13131,1443,cam0
1154051,08:38:52.956000,2,True,False,414,111,22335,1103,cam2
1154108,08:38:55.391000,2,True,False,362,125,12925,1186,cam1
1154172,08:38:58.185000,2,True,False,361,127,12925,1210,cam1
1154178,08:38:58.268000,2,True,False,433,102,22375,1419,cam2
1154190,08:38:58.736000,2,True,False,397,107,13133,1512,cam0
1154215,08:39:00.044000,2,True,False,401,103,13136,1485,cam0
1154230,08:39:00.743000,2,True,False,401,104,13137,1484,cam0
1154305,08:39:03.951000,2,True,False,414,110,22335,1085,cam2
1154311,08:39:04.183000,2,True,False,422,135,12858,1259,cam1
